Rural_Population,year,No_of_Registered,Employment_demanded,Employment_offered,Employment_Availed,Crop,Area_(in_Ha),Production_(in_Tonnes),Yield_(kg/Ha),MSP,Annual_rainfall,WPI,State
43729964,2019,4052340,941070,939136,818881,Urad,155.9,83.0,533.0,5700,0.0,135.475,GUJARAT
43729964,2019,4052340,941070,939136,818881,Wheat,3390.0,6678.0,1970.0,1925,7.009479452,156.6083333,GUJARAT
17813912,2019,992004,309345,308749,257793,Bajra,25000.0,58200.0,2328.0,2000,2.567726027,189.45,HARYANA
17813912,2019,992004,309345,308749,257793,Barley,7449.0,10198.0,1369.0,1525,3.32509589,168.1083333,HARYANA
17813912,2019,992004,309345,308749,257793,Castorseed,38000.0,25992.0,684.0,5556,2.567726027,121.025,HARYANA
17813912,2019,992004,309345,308749,257793,Cotton,657000.0,2508000.0,649.0,5550,2.567726027,117.875,HARYANA
17813912,2019,992004,309345,308749,257793,Gram,459000.0,559062.0,1218.0,4875,2.567726027,145.825,HARYANA
17813912,2019,992004,309345,308749,257793,Groundnut,0.0,0.0,0.0,5090,0.0,137.8083333,HARYANA
17813912,2019,992004,309345,308749,257793,Guarseed,321725.08,1000969.51,1836.69,1773,2.93460274,171.2583333,HARYANA
17813912,2019,992004,309345,308749,257793,Jowar,155000.0,389111.0,2510.0,2550,2.567726027,156.0166667,HARYANA
17813912,2019,992004,309345,308749,257793,Jute,64247.0,791666.0,2218.0,3950,5.826712329,198.375,HARYANA
17813912,2019,992004,309345,308749,257793,Jute & Mesta,2000.0,21311.0,1918.0,1771,2.567726027,171.2583333,HARYANA
17813912,2019,992004,309345,308749,257793,Lentil,454.0,356.0,784.0,4800,7.009479452,135.3083333,HARYANA
17813912,2019,992004,309345,308749,257793,Linseed,4885.0,3038.0,622.0,5682,5.826712329,157.3083333,HARYANA
17813912,2019,992004,309345,308749,257793,Maize,0.0,0.0,0.0,1760,0.0,172.5666667,HARYANA
17813912,2019,992004,309345,308749,257793,Mesta,2000.0,21311.0,1918.0,1959,2.567726027,132.8583333,HARYANA
17813912,2019,992004,309345,308749,257793,Moong,363.5,217.0,597.0,7050,0.0,135.4583333,HARYANA
17813912,2019,992004,309345,308749,257793,Nigerseed,4000.0,1324.0,331.0,5940,2.567726027,165.45,HARYANA
17813912,2019,992004,309345,308749,257793,Other Pulses,140000.0,74000.0,529.0,5720,2.567726027,171.2583333,HARYANA
17813912,2019,992004,309345,308749,257793,Ragi,34000.0,44880.0,1320.0,3150,2.567726027,223.2916667,HARYANA
17813912,2019,992004,309345,308749,257793,Rapeseed & Mustard,2000.0,970.0,485.0,4425,2.567726027,143.0583333,HARYANA
17813912,2019,992004,309345,308749,257793,Rice,5701.1,17981.0,3154.0,1815,0.0,153.6,HARYANA
17813912,2019,992004,309345,308749,257793,Safflower,1000.0,490.0,490.0,5215,2.567726027,178.475,HARYANA
17813912,2019,992004,309345,308749,257793,Sannhemp,297910.13,867316.14,1743.84,3099,3.32509589,171.2583333,HARYANA
17813912,2019,992004,309345,308749,257793,Sesamum,0.0,0.0,0.0,6485,0.0,171.2583333,HARYANA
17813912,2019,992004,309345,308749,257793,Small Millets,22000.0,22000.0,1000.0,5688,2.567726027,171.2583333,HARYANA
17813912,2019,992004,309345,308749,257793,Soybean,1000.0,1747.0,1747.0,3710,2.567726027,160.5583333,HARYANA
17813912,2019,992004,309345,308749,257793,Sugarcane,88.4,8296.0,93846.0,275,0.0,169.5,HARYANA
17813912,2019,992004,309345,308749,257793,Sunflower,9000.0,8480.0,942.0,5650,2.567726027,121.7083333,HARYANA
17813912,2019,992004,309345,308749,257793,Tobacco,500503.07,3689080.84,10339.7,1910,2.567726027,113.6,HARYANA
17813912,2019,992004,309345,308749,257793,Tur,0.0,0.0,0.0,5800,0.0,144.675,HARYANA
17813912,2019,992004,309345,308749,257793,Urad,155.9,83.0,533.0,5700,0.0,135.475,HARYANA
17813912,2019,992004,309345,308749,257793,Wheat,3390.0,6678.0,1970.0,1925,7.009479452,156.6083333,HARYANA
7582856,2019,1298699,580573,580512,535410,Bajra,25000.0,58200.0,2328.0,2000,2.567726027,189.45,HIMACHAL PRADESH
7582856,2019,1298699,580573,580512,535410,Barley,7449.0,10198.0,1369.0,1525,3.32509589,168.1083333,HIMACHAL PRADESH
7582856,2019,1298699,580573,580512,535410,Castorseed,38000.0,25992.0,684.0,5556,2.567726027,121.025,HIMACHAL PRADESH
7582856,2019,1298699,580573,580512,535410,Cotton,657000.0,2508000.0,649.0,5550,2.567726027,117.875,HIMACHAL PRADESH
7582856,2019,1298699,580573,580512,535410,Gram,459000.0,559062.0,1218.0,4875,2.567726027,145.825,HIMACHAL PRADESH
7582856,2019,1298699,580573,580512,535410,Groundnut,0.0,0.0,0.0,5090,0.0,137.8083333,HIMACHAL PRADESH
7582856,2019,1298699,580573,580512,535410,Guarseed,321725.08,1000969.51,1836.69,1773,2.93460274,171.2583333,HIMACHAL PRADESH
7582856,2019,1298699,580573,580512,535410,Jowar,155000.0,389111.0,2510.0,2550,2.567726027,156.0166667,HIMACHAL PRADESH
7582856,2019,1298699,580573,580512,535410,Jute,64247.0,791666.0,2218.0,3950,5.826712329,198.375,HIMACHAL PRADESH
7582856,2019,1298699,580573,580512,535410,Jute & Mesta,2000.0,21311.0,1918.0,1771,2.567726027,171.2583333,HIMACHAL PRADESH
7582856,2019,1298699,580573,580512,535410,Lentil,454.0,356.0,784.0,4800,7.009479452,135.3083333,HIMACHAL PRADESH
7582856,2019,1298699,580573,580512,535410,Linseed,4885.0,3038.0,622.0,5682,5.826712329,157.3083333,HIMACHAL PRADESH
7582856,2019,1298699,580573,580512,535410,Maize,0.0,0.0,0.0,1760,0.0,172.5666667,HIMACHAL PRADESH
7582856,2019,1298699,580573,580512,535410,Mesta,2000.0,21311.0,1918.0,1959,2.567726027,132.8583333,HIMACHAL PRADESH
7582856,2019,1298699,580573,580512,535410,Moong,363.5,217.0,597.0,7050,0.0,135.4583333,HIMACHAL PRADESH
7582856,2019,1298699,580573,580512,535410,Nigerseed,4000.0,1324.0,331.0,5940,2.567726027,165.45,HIMACHAL PRADESH
7582856,2019,1298699,580573,580512,535410,Other Pulses,140000.0,74000.0,529.0,5720,2.567726027,171.2583333,HIMACHAL PRADESH
7582856,2019,1298699,580573,580512,535410,Ragi,34000.0,44880.0,1320.0,3150,2.567726027,223.2916667,HIMACHAL PRADESH
7582856,2019,1298699,580573,580512,535410,Rapeseed & Mustard,2000.0,970.0,485.0,4425,2.567726027,143.0583333,HIMACHAL PRADESH
7582856,2019,1298699,580573,580512,535410,Rice,5701.1,17981.0,3154.0,1815,0.0,153.6,HIMACHAL PRADESH
7582856,2019,1298699,580573,580512,535410,Safflower,1000.0,490.0,490.0,5215,2.567726027,178.475,HIMACHAL PRADESH
7582856,2019,1298699,580573,580512,535410,Sannhemp,297910.13,867316.14,1743.84,3099,3.32509589,171.2583333,HIMACHAL PRADESH
7582856,2019,1298699,580573,580512,535410,Sesamum,0.0,0.0,0.0,6485,0.0,171.2583333,HIMACHAL PRADESH
7582856,2019,1298699,580573,580512,535410,Small Millets,22000.0,22000.0,1000.0,5688,2.567726027,171.2583333,HIMACHAL PRADESH
7582856,2019,1298699,580573,580512,535410,Soybean,1000.0,1747.0,1747.0,3710,2.567726027,160.5583333,HIMACHAL PRADESH
7582856,2019,1298699,580573,580512,535410,Sugarcane,88.4,8296.0,93846.0,275,0.0,169.5,HIMACHAL PRADESH
7582856,2019,1298699,580573,580512,535410,Sunflower,9000.0,8480.0,942.0,5650,2.567726027,121.7083333,HIMACHAL PRADESH
7582856,2019,1298699,580573,580512,535410,Tobacco,500503.07,3689080.84,10339.7,1910,2.567726027,113.6,HIMACHAL PRADESH
7582856,2019,1298699,580573,580512,535410,Tur,0.0,0.0,0.0,5800,0.0,144.675,HIMACHAL PRADESH
7582856,2019,1298699,580573,580512,535410,Urad,155.9,83.0,533.0,5700,0.0,135.475,HIMACHAL PRADESH
7582856,2019,1298699,580573,580512,535410,Wheat,3390.0,6678.0,1970.0,1925,7.009479452,156.6083333,HIMACHAL PRADESH
11023045,2019,1333624,727000,726352,632858,Bajra,25000.0,58200.0,2328.0,2000,2.567726027,189.45,JAMMU AND KASHMIR
11023045,2019,1333624,727000,726352,632858,Barley,7449.0,10198.0,1369.0,1525,3.32509589,168.1083333,JAMMU AND KASHMIR
11023045,2019,1333624,727000,726352,632858,Castorseed,38000.0,25992.0,684.0,5556,2.567726027,121.025,JAMMU AND KASHMIR
11023045,2019,1333624,727000,726352,632858,Cotton,657000.0,2508000.0,649.0,5550,2.567726027,117.875,JAMMU AND KASHMIR
11023045,2019,1333624,727000,726352,632858,Gram,459000.0,559062.0,1218.0,4875,2.567726027,145.825,JAMMU AND KASHMIR
11023045,2019,1333624,727000,726352,632858,Groundnut,0.0,0.0,0.0,5090,0.0,137.8083333,JAMMU AND KASHMIR
11023045,2019,1333624,727000,726352,632858,Guarseed,321725.08,1000969.51,1836.69,1773,2.93460274,171.2583333,JAMMU AND KASHMIR
11023045,2019,1333624,727000,726352,632858,Jowar,155000.0,389111.0,2510.0,2550,2.567726027,156.0166667,JAMMU AND KASHMIR
11023045,2019,1333624,727000,726352,632858,Jute,64247.0,791666.0,2218.0,3950,5.826712329,198.375,JAMMU AND KASHMIR
11023045,2019,1333624,727000,726352,632858,Jute & Mesta,2000.0,21311.0,1918.0,1771,2.567726027,171.2583333,JAMMU AND KASHMIR
11023045,2019,1333624,727000,726352,632858,Lentil,454.0,356.0,784.0,4800,7.009479452,135.3083333,JAMMU AND KASHMIR
11023045,2019,1333624,727000,726352,632858,Linseed,4885.0,3038.0,622.0,5682,5.826712329,157.3083333,JAMMU AND KASHMIR
11023045,2019,1333624,727000,726352,632858,Maize,0.0,0.0,0.0,1760,0.0,172.5666667,JAMMU AND KASHMIR
11023045,2019,1333624,727000,726352,632858,Mesta,2000.0,21311.0,1918.0,1959,2.567726027,132.8583333,JAMMU AND KASHMIR
11023045,2019,1333624,727000,726352,632858,Moong,363.5,217.0,597.0,7050,0.0,135.4583333,JAMMU AND KASHMIR
11023045,2019,1333624,727000,726352,632858,Nigerseed,4000.0,1324.0,331.0,5940,2.567726027,165.45,JAMMU AND KASHMIR
11023045,2019,1333624,727000,726352,632858,Other Pulses,140000.0,74000.0,529.0,5720,2.567726027,171.2583333,JAMMU AND KASHMIR
11023045,2019,1333624,727000,726352,632858,Ragi,34000.0,44880.0,1320.0,3150,2.567726027,223.2916667,JAMMU AND KASHMIR
11023045,2019,1333624,727000,726352,632858,Rapeseed & Mustard,2000.0,970.0,485.0,4425,2.567726027,143.0583333,JAMMU AND KASHMIR
11023045,2019,1333624,727000,726352,632858,Rice,5701.1,17981.0,3154.0,1815,0.0,153.6,JAMMU AND KASHMIR
11023045,2019,1333624,727000,726352,632858,Safflower,1000.0,490.0,490.0,5215,2.567726027,178.475,JAMMU AND KASHMIR
11023045,2019,1333624,727000,726352,632858,Sannhemp,297910.13,867316.14,1743.84,3099,3.32509589,171.2583333,JAMMU AND KASHMIR
11023045,2019,1333624,727000,726352,632858,Sesamum,0.0,0.0,0.0,6485,0.0,171.2583333,JAMMU AND KASHMIR
11023045,2019,1333624,727000,726352,632858,Small Millets,22000.0,22000.0,1000.0,5688,2.567726027,171.2583333,JAMMU AND KASHMIR
11023045,2019,1333624,727000,726352,632858,Soybean,1000.0,1747.0,1747.0,3710,2.567726027,160.5583333,JAMMU AND KASHMIR
11023045,2019,1333624,727000,726352,632858,Sugarcane,88.4,8296.0,93846.0,275,0.0,169.5,JAMMU AND KASHMIR
11023045,2019,1333624,727000,726352,632858,Sunflower,9000.0,8480.0,942.0,5650,2.567726027,121.7083333,JAMMU AND KASHMIR
11023045,2019,1333624,727000,726352,632858,Tobacco,500503.07,3689080.84,10339.7,1910,2.567726027,113.6,JAMMU AND KASHMIR
11023045,2019,1333624,727000,726352,632858,Tur,0.0,0.0,0.0,5800,0.0,144.675,JAMMU AND KASHMIR
11023045,2019,1333624,727000,726352,632858,Urad,155.9,83.0,533.0,5700,0.0,135.475,JAMMU AND KASHMIR
11023045,2019,1333624,727000,726352,632858,Wheat,3390.0,6678.0,1970.0,1925,7.009479452,156.6083333,JAMMU AND KASHMIR
31665993,2019,5118107,1626145,1625124,1384800,Bajra,25000.0,58200.0,2328.0,2000,2.567726027,189.45,JHARKHAND
31665993,2019,5118107,1626145,1625124,1384800,Barley,7449.0,10198.0,1369.0,1525,3.32509589,168.1083333,JHARKHAND
31665993,2019,5118107,1626145,1625124,1384800,Castorseed,38000.0,25992.0,684.0,5556,2.567726027,121.025,JHARKHAND
31665993,2019,5118107,1626145,1625124,1384800,Cotton,657000.0,2508000.0,649.0,5550,2.567726027,117.875,JHARKHAND
31665993,2019,5118107,1626145,1625124,1384800,Gram,459000.0,559062.0,1218.0,4875,2.567726027,145.825,JHARKHAND
31665993,2019,5118107,1626145,1625124,1384800,Groundnut,0.0,0.0,0.0,5090,0.0,137.8083333,JHARKHAND
31665993,2019,5118107,1626145,1625124,1384800,Guarseed,321725.08,1000969.51,1836.69,1773,2.93460274,171.2583333,JHARKHAND
31665993,2019,5118107,1626145,1625124,1384800,Jowar,155000.0,389111.0,2510.0,2550,2.567726027,156.0166667,JHARKHAND
31665993,2019,5118107,1626145,1625124,1384800,Jute,64247.0,791666.0,2218.0,3950,5.826712329,198.375,JHARKHAND
31665993,2019,5118107,1626145,1625124,1384800,Jute & Mesta,2000.0,21311.0,1918.0,1771,2.567726027,171.2583333,JHARKHAND
31665993,2019,5118107,1626145,1625124,1384800,Lentil,454.0,356.0,784.0,4800,7.009479452,135.3083333,JHARKHAND
31665993,2019,5118107,1626145,1625124,1384800,Linseed,4885.0,3038.0,622.0,5682,5.826712329,157.3083333,JHARKHAND
31665993,2019,5118107,1626145,1625124,1384800,Maize,0.0,0.0,0.0,1760,0.0,172.5666667,JHARKHAND
31665993,2019,5118107,1626145,1625124,1384800,Mesta,2000.0,21311.0,1918.0,1959,2.567726027,132.8583333,JHARKHAND
31665993,2019,5118107,1626145,1625124,1384800,Moong,363.5,217.0,597.0,7050,0.0,135.4583333,JHARKHAND
31665993,2019,5118107,1626145,1625124,1384800,Nigerseed,4000.0,1324.0,331.0,5940,2.567726027,165.45,JHARKHAND
31665993,2019,5118107,1626145,1625124,1384800,Other Pulses,140000.0,74000.0,529.0,5720,2.567726027,171.2583333,JHARKHAND
31665993,2019,5118107,1626145,1625124,1384800,Ragi,34000.0,44880.0,1320.0,3150,2.567726027,223.2916667,JHARKHAND
31665993,2019,5118107,1626145,1625124,1384800,Rapeseed & Mustard,2000.0,970.0,485.0,4425,2.567726027,143.0583333,JHARKHAND
31665993,2019,5118107,1626145,1625124,1384800,Rice,5701.1,17981.0,3154.0,1815,0.0,153.6,JHARKHAND
31665993,2019,5118107,1626145,1625124,1384800,Safflower,1000.0,490.0,490.0,5215,2.567726027,178.475,JHARKHAND
31665993,2019,5118107,1626145,1625124,1384800,Sannhemp,297910.13,867316.14,1743.84,3099,3.32509589,171.2583333,JHARKHAND
31665993,2019,5118107,1626145,1625124,1384800,Sesamum,0.0,0.0,0.0,6485,0.0,171.2583333,JHARKHAND
31665993,2019,5118107,1626145,1625124,1384800,Small Millets,22000.0,22000.0,1000.0,5688,2.567726027,171.2583333,JHARKHAND
31665993,2019,5118107,1626145,1625124,1384800,Soybean,1000.0,1747.0,1747.0,3710,2.567726027,160.5583333,JHARKHAND
31665993,2019,5118107,1626145,1625124,1384800,Sugarcane,88.4,8296.0,93846.0,275,0.0,169.5,JHARKHAND
31665993,2019,5118107,1626145,1625124,1384800,Sunflower,9000.0,8480.0,942.0,5650,2.567726027,121.7083333,JHARKHAND
31665993,2019,5118107,1626145,1625124,1384800,Tobacco,500503.07,3689080.84,10339.7,1910,2.567726027,113.6,JHARKHAND
31665993,2019,5118107,1626145,1625124,1384800,Tur,0.0,0.0,0.0,5800,0.0,144.675,JHARKHAND
31665993,2019,5118107,1626145,1625124,1384800,Urad,155.9,83.0,533.0,5700,0.0,135.475,JHARKHAND
31665993,2019,5118107,1626145,1625124,1384800,Wheat,3390.0,6678.0,1970.0,1925,7.009479452,156.6083333,JHARKHAND
44564120,2019,6369214,2477232,2417559,2237771,Bajra,25000.0,58200.0,2328.0,2000,2.567726027,189.45,KARNATAKA
44564120,2019,6369214,2477232,2417559,2237771,Barley,7449.0,10198.0,1369.0,1525,3.32509589,168.1083333,KARNATAKA
44564120,2019,6369214,2477232,2417559,2237771,Castorseed,38000.0,25992.0,684.0,5556,2.567726027,121.025,KARNATAKA
44564120,2019,6369214,2477232,2417559,2237771,Cotton,657000.0,2508000.0,649.0,5550,2.567726027,117.875,KARNATAKA
44564120,2019,6369214,2477232,2417559,2237771,Gram,459000.0,559062.0,1218.0,4875,2.567726027,145.825,KARNATAKA
44564120,2019,6369214,2477232,2417559,2237771,Groundnut,0.0,0.0,0.0,5090,0.0,137.8083333,KARNATAKA
44564120,2019,6369214,2477232,2417559,2237771,Guarseed,321725.08,1000969.51,1836.69,1773,2.93460274,171.2583333,KARNATAKA
44564120,2019,6369214,2477232,2417559,2237771,Jowar,155000.0,389111.0,2510.0,2550,2.567726027,156.0166667,KARNATAKA
44564120,2019,6369214,2477232,2417559,2237771,Jute,64247.0,791666.0,2218.0,3950,5.826712329,198.375,KARNATAKA
44564120,2019,6369214,2477232,2417559,2237771,Jute & Mesta,2000.0,21311.0,1918.0,1771,2.567726027,171.2583333,KARNATAKA
44564120,2019,6369214,2477232,2417559,2237771,Lentil,454.0,356.0,784.0,4800,7.009479452,135.3083333,KARNATAKA
44564120,2019,6369214,2477232,2417559,2237771,Linseed,4885.0,3038.0,622.0,5682,5.826712329,157.3083333,KARNATAKA
44564120,2019,6369214,2477232,2417559,2237771,Maize,0.0,0.0,0.0,1760,0.0,172.5666667,KARNATAKA
44564120,2019,6369214,2477232,2417559,2237771,Mesta,2000.0,21311.0,1918.0,1959,2.567726027,132.8583333,KARNATAKA
44564120,2019,6369214,2477232,2417559,2237771,Moong,363.5,217.0,597.0,7050,0.0,135.4583333,KARNATAKA
44564120,2019,6369214,2477232,2417559,2237771,Nigerseed,4000.0,1324.0,331.0,5940,2.567726027,165.45,KARNATAKA
44564120,2019,6369214,2477232,2417559,2237771,Other Pulses,140000.0,74000.0,529.0,5720,2.567726027,171.2583333,KARNATAKA
44564120,2019,6369214,2477232,2417559,2237771,Ragi,34000.0,44880.0,1320.0,3150,2.567726027,223.2916667,KARNATAKA
44564120,2019,6369214,2477232,2417559,2237771,Rapeseed & Mustard,2000.0,970.0,485.0,4425,2.567726027,143.0583333,KARNATAKA
44564120,2019,6369214,2477232,2417559,2237771,Rice,5701.1,17981.0,3154.0,1815,0.0,153.6,KARNATAKA
44564120,2019,6369214,2477232,2417559,2237771,Safflower,1000.0,490.0,490.0,5215,2.567726027,178.475,KARNATAKA
44564120,2019,6369214,2477232,2417559,2237771,Sannhemp,297910.13,867316.14,1743.84,3099,3.32509589,171.2583333,KARNATAKA
44564120,2019,6369214,2477232,2417559,2237771,Sesamum,0.0,0.0,0.0,6485,0.0,171.2583333,KARNATAKA
44564120,2019,6369214,2477232,2417559,2237771,Small Millets,22000.0,22000.0,1000.0,5688,2.567726027,171.2583333,KARNATAKA
44564120,2019,6369214,2477232,2417559,2237771,Soybean,1000.0,1747.0,1747.0,3710,2.567726027,160.5583333,KARNATAKA
44564120,2019,6369214,2477232,2417559,2237771,Sugarcane,88.4,8296.0,93846.0,275,0.0,169.5,KARNATAKA
44564120,2019,6369214,2477232,2417559,2237771,Sunflower,9000.0,8480.0,942.0,5650,2.567726027,121.7083333,KARNATAKA
44564120,2019,6369214,2477232,2417559,2237771,Tobacco,500503.07,3689080.84,10339.7,1910,2.567726027,113.6,KARNATAKA
44564120,2019,6369214,2477232,2417559,2237771,Tur,0.0,0.0,0.0,5800,0.0,144.675,KARNATAKA
44564120,2019,6369214,2477232,2417559,2237771,Urad,155.9,83.0,533.0,5700,0.0,135.475,KARNATAKA
44564120,2019,6369214,2477232,2417559,2237771,Wheat,3390.0,6678.0,1970.0,1925,7.009479452,156.6083333,KARNATAKA
28895631,2019,3640947,1592407,1592298,1439128,Bajra,25000.0,58200.0,2328.0,2000,2.567726027,189.45,KERALA
28895631,2019,3640947,1592407,1592298,1439128,Barley,7449.0,10198.0,1369.0,1525,3.32509589,168.1083333,KERALA
28895631,2019,3640947,1592407,1592298,1439128,Castorseed,38000.0,25992.0,684.0,5556,2.567726027,121.025,KERALA
28895631,2019,3640947,1592407,1592298,1439128,Cotton,657000.0,2508000.0,649.0,5550,2.567726027,117.875,KERALA
28895631,2019,3640947,1592407,1592298,1439128,Gram,459000.0,559062.0,1218.0,4875,2.567726027,145.825,KERALA
28895631,2019,3640947,1592407,1592298,1439128,Groundnut,0.0,0.0,0.0,5090,0.0,137.8083333,KERALA
28895631,2019,3640947,1592407,1592298,1439128,Guarseed,321725.08,1000969.51,1836.69,1773,2.93460274,171.2583333,KERALA
28895631,2019,3640947,1592407,1592298,1439128,Jowar,155000.0,389111.0,2510.0,2550,2.567726027,156.0166667,KERALA
28895631,2019,3640947,1592407,1592298,1439128,Jute,64247.0,791666.0,2218.0,3950,5.826712329,198.375,KERALA
28895631,2019,3640947,1592407,1592298,1439128,Jute & Mesta,2000.0,21311.0,1918.0,1771,2.567726027,171.2583333,KERALA
28895631,2019,3640947,1592407,1592298,1439128,Lentil,454.0,356.0,784.0,4800,7.009479452,135.3083333,KERALA
28895631,2019,3640947,1592407,1592298,1439128,Linseed,4885.0,3038.0,622.0,5682,5.826712329,157.3083333,KERALA
28895631,2019,3640947,1592407,1592298,1439128,Maize,0.0,0.0,0.0,1760,0.0,172.5666667,KERALA
28895631,2019,3640947,1592407,1592298,1439128,Mesta,2000.0,21311.0,1918.0,1959,2.567726027,132.8583333,KERALA
28895631,2019,3640947,1592407,1592298,1439128,Moong,363.5,217.0,597.0,7050,0.0,135.4583333,KERALA
28895631,2019,3640947,1592407,1592298,1439128,Nigerseed,4000.0,1324.0,331.0,5940,2.567726027,165.45,KERALA
28895631,2019,3640947,1592407,1592298,1439128,Other Pulses,140000.0,74000.0,529.0,5720,2.567726027,171.2583333,KERALA
28895631,2019,3640947,1592407,1592298,1439128,Ragi,34000.0,44880.0,1320.0,3150,2.567726027,223.2916667,KERALA
28895631,2019,3640947,1592407,1592298,1439128,Rapeseed & Mustard,2000.0,970.0,485.0,4425,2.567726027,143.0583333,KERALA
28895631,2019,3640947,1592407,1592298,1439128,Rice,5701.1,17981.0,3154.0,1815,0.0,153.6,KERALA
28895631,2019,3640947,1592407,1592298,1439128,Safflower,1000.0,490.0,490.0,5215,2.567726027,178.475,KERALA
28895631,2019,3640947,1592407,1592298,1439128,Sannhemp,297910.13,867316.14,1743.84,3099,3.32509589,171.2583333,KERALA
28895631,2019,3640947,1592407,1592298,1439128,Sesamum,0.0,0.0,0.0,6485,0.0,171.2583333,KERALA
28895631,2019,3640947,1592407,1592298,1439128,Small Millets,22000.0,22000.0,1000.0,5688,2.567726027,171.2583333,KERALA
28895631,2019,3640947,1592407,1592298,1439128,Soybean,1000.0,1747.0,1747.0,3710,2.567726027,160.5583333,KERALA
28895631,2019,3640947,1592407,1592298,1439128,Sugarcane,88.4,8296.0,93846.0,275,0.0,169.5,KERALA
28895631,2019,3640947,1592407,1592298,1439128,Sunflower,9000.0,8480.0,942.0,5650,2.567726027,121.7083333,KERALA
28895631,2019,3640947,1592407,1592298,1439128,Tobacco,500503.07,3689080.84,10339.7,1910,2.567726027,113.6,KERALA
28895631,2019,3640947,1592407,1592298,1439128,Tur,0.0,0.0,0.0,5800,0.0,144.675,KERALA
28895631,2019,3640947,1592407,1592298,1439128,Urad,155.9,83.0,533.0,5700,0.0,135.475,KERALA
28895631,2019,3640947,1592407,1592298,1439128,Wheat,3390.0,6678.0,1970.0,1925,7.009479452,156.6083333,KERALA
247601,2019,36386,31450,31432,31072,Bajra,25000.0,58200.0,2328.0,2000,2.567726027,189.45,LADAKH
247601,2019,36386,31450,31432,31072,Barley,7449.0,10198.0,1369.0,1525,3.32509589,168.1083333,LADAKH
247601,2019,36386,31450,31432,31072,Castorseed,38000.0,25992.0,684.0,5556,2.567726027,121.025,LADAKH
247601,2019,36386,31450,31432,31072,Cotton,657000.0,2508000.0,649.0,5550,2.567726027,117.875,LADAKH
247601,2019,36386,31450,31432,31072,Gram,459000.0,559062.0,1218.0,4875,2.567726027,145.825,LADAKH
247601,2019,36386,31450,31432,31072,Groundnut,0.0,0.0,0.0,5090,0.0,137.8083333,LADAKH
247601,2019,36386,31450,31432,31072,Guarseed,321725.08,1000969.51,1836.69,1773,2.93460274,171.2583333,LADAKH
247601,2019,36386,31450,31432,31072,Jowar,155000.0,389111.0,2510.0,2550,2.567726027,156.0166667,LADAKH
247601,2019,36386,31450,31432,31072,Jute,64247.0,791666.0,2218.0,3950,5.826712329,198.375,LADAKH
247601,2019,36386,31450,31432,31072,Jute & Mesta,2000.0,21311.0,1918.0,1771,2.567726027,171.2583333,LADAKH
247601,2019,36386,31450,31432,31072,Lentil,454.0,356.0,784.0,4800,7.009479452,135.3083333,LADAKH
247601,2019,36386,31450,31432,31072,Linseed,4885.0,3038.0,622.0,5682,5.826712329,157.3083333,LADAKH
247601,2019,36386,31450,31432,31072,Maize,0.0,0.0,0.0,1760,0.0,172.5666667,LADAKH
247601,2019,36386,31450,31432,31072,Mesta,2000.0,21311.0,1918.0,1959,2.567726027,132.8583333,LADAKH
247601,2019,36386,31450,31432,31072,Moong,363.5,217.0,597.0,7050,0.0,135.4583333,LADAKH
247601,2019,36386,31450,31432,31072,Nigerseed,4000.0,1324.0,331.0,5940,2.567726027,165.45,LADAKH
247601,2019,36386,31450,31432,31072,Other Pulses,140000.0,74000.0,529.0,5720,2.567726027,171.2583333,LADAKH
247601,2019,36386,31450,31432,31072,Ragi,34000.0,44880.0,1320.0,3150,2.567726027,223.2916667,LADAKH
247601,2019,36386,31450,31432,31072,Rapeseed & Mustard,2000.0,970.0,485.0,4425,2.567726027,143.0583333,LADAKH
247601,2019,36386,31450,31432,31072,Rice,5701.1,17981.0,3154.0,1815,0.0,153.6,LADAKH
247601,2019,36386,31450,31432,31072,Safflower,1000.0,490.0,490.0,5215,2.567726027,178.475,LADAKH
247601,2019,36386,31450,31432,31072,Sannhemp,297910.13,867316.14,1743.84,3099,3.32509589,171.2583333,LADAKH
247601,2019,36386,31450,31432,31072,Sesamum,0.0,0.0,0.0,6485,0.0,171.2583333,LADAKH
247601,2019,36386,31450,31432,31072,Small Millets,22000.0,22000.0,1000.0,5688,2.567726027,171.2583333,LADAKH
247601,2019,36386,31450,31432,31072,Soybean,1000.0,1747.0,1747.0,3710,2.567726027,160.5583333,LADAKH
247601,2019,36386,31450,31432,31072,Sugarcane,88.4,8296.0,93846.0,275,0.0,169.5,LADAKH
247601,2019,36386,31450,31432,31072,Sunflower,9000.0,8480.0,942.0,5650,2.567726027,121.7083333,LADAKH
247601,2019,36386,31450,31432,31072,Tobacco,500503.07,3689080.84,10339.7,1910,2.567726027,113.6,LADAKH
247601,2019,36386,31450,31432,31072,Tur,0.0,0.0,0.0,5800,0.0,144.675,LADAKH
247601,2019,36386,31450,31432,31072,Urad,155.9,83.0,533.0,5700,0.0,135.475,LADAKH
247601,2019,36386,31450,31432,31072,Wheat,3390.0,6678.0,1970.0,1925,7.009479452,156.6083333,LADAKH
60023368,2019,7699109,4240335,4233052,3619252,Bajra,25000.0,58200.0,2328.0,2000,2.567726027,189.45,MADHYA PRADESH
60023368,2019,7699109,4240335,4233052,3619252,Barley,7449.0,10198.0,1369.0,1525,3.32509589,168.1083333,MADHYA PRADESH
