Rural_Population,year,No_of_Registered,Employment_demanded,Employment_offered,Employment_Availed,Crop,Area_(in_Ha),Production_(in_Tonnes),Yield_(kg/Ha),MSP,Annual_rainfall,WPI,State
7126737,2019,1116620,546905,546637,503896,Mesta,2000.0,21311.0,1918.0,1959,2.567726027,132.8583333,UTTARAKHAND
7126737,2019,1116620,546905,546637,503896,Moong,363.5,217.0,597.0,7050,0.0,135.4583333,UTTARAKHAND
7126737,2019,1116620,546905,546637,503896,Nigerseed,4000.0,1324.0,331.0,5940,2.567726027,165.45,UTTARAKHAND
7126737,2019,1116620,546905,546637,503896,Other Pulses,140000.0,74000.0,529.0,5720,2.567726027,171.2583333,UTTARAKHAND
7126737,2019,1116620,546905,546637,503896,Ragi,34000.0,44880.0,1320.0,3150,2.567726027,223.2916667,UTTARAKHAND
7126737,2019,1116620,546905,546637,503896,Rapeseed & Mustard,2000.0,970.0,485.0,4425,2.567726027,143.0583333,UTTARAKHAND
7126737,2019,1116620,546905,546637,503896,Rice,5701.1,17981.0,3154.0,1815,0.0,153.6,UTTARAKHAND
7126737,2019,1116620,546905,546637,503896,Safflower,1000.0,490.0,490.0,5215,2.567726027,178.475,UTTARAKHAND
7126737,2019,1116620,546905,546637,503896,Sannhemp,297910.13,867316.14,1743.84,3099,3.32509589,171.2583333,UTTARAKHAND
7126737,2019,1116620,546905,546637,503896,Sesamum,0.0,0.0,0.0,6485,0.0,171.2583333,UTTARAKHAND
7126737,2019,1116620,546905,546637,503896,Small Millets,22000.0,22000.0,1000.0,5688,2.567726027,171.2583333,UTTARAKHAND
7126737,2019,1116620,546905,546637,503896,Soybean,1000.0,1747.0,1747.0,3710,2.567726027,160.5583333,UTTARAKHAND
7126737,2019,1116620,546905,546637,503896,Sugarcane,88.4,8296.0,93846.0,275,0.0,169.5,UTTARAKHAND
7126737,2019,1116620,546905,546637,503896,Sunflower,9000.0,8480.0,942.0,5650,2.567726027,121.7083333,UTTARAKHAND
7126737,2019,1116620,546905,546637,503896,Tobacco,500503.07,3689080.84,10339.7,1910,2.567726027,113.6,UTTARAKHAND
7126737,2019,1116620,546905,546637,503896,Tur,0.0,0.0,0.0,5800,0.0,144.675,UTTARAKHAND
7126737,2019,1116620,546905,546637,503896,Urad,155.9,83.0,533.0,5700,0.0,135.475,UTTARAKHAND
7126737,2019,1116620,546905,546637,503896,Wheat,3390.0,6678.0,1970.0,1925,7.009479452,156.6083333,UTTARAKHAND
77894368,2019,12979312,5907908,5906648,5457316,Bajra,25000.0,58200.0,2328.0,2000,2.567726027,189.45,WEST BENGAL
77894368,2019,12979312,5907908,5906648,5457316,Barley,7449.0,10198.0,1369.0,1525,3.32509589,168.1083333,WEST BENGAL
77894368,2019,12979312,5907908,5906648,5457316,Castorseed,38000.0,25992.0,684.0,5556,2.567726027,121.025,WEST BENGAL
77894368,2019,12979312,5907908,5906648,5457316,Cotton,657000.0,2508000.0,649.0,5550,2.567726027,117.875,WEST BENGAL
77894368,2019,12979312,5907908,5906648,5457316,Gram,459000.0,559062.0,1218.0,4875,2.567726027,145.825,WEST BENGAL
77894368,2019,12979312,5907908,5906648,5457316,Groundnut,0.0,0.0,0.0,5090,0.0,137.8083333,WEST BENGAL
77894368,2019,12979312,5907908,5906648,5457316,Guarseed,321725.08,1000969.51,1836.69,1773,2.93460274,171.2583333,WEST BENGAL
77894368,2019,12979312,5907908,5906648,5457316,Jowar,155000.0,389111.0,2510.0,2550,2.567726027,156.0166667,WEST BENGAL
77894368,2019,12979312,5907908,5906648,5457316,Jute,64247.0,791666.0,2218.0,3950,5.826712329,198.375,WEST BENGAL
77894368,2019,12979312,5907908,5906648,5457316,Jute & Mesta,2000.0,21311.0,1918.0,1771,2.567726027,171.2583333,WEST BENGAL
77894368,2019,12979312,5907908,5906648,5457316,Lentil,454.0,356.0,784.0,4800,7.009479452,135.3083333,WEST BENGAL
77894368,2019,12979312,5907908,5906648,5457316,Linseed,4885.0,3038.0,622.0,5682,5.826712329,157.3083333,WEST BENGAL
77894368,2019,12979312,5907908,5906648,5457316,Maize,0.0,0.0,0.0,1760,0.0,172.5666667,WEST BENGAL
77894368,2019,12979312,5907908,5906648,5457316,Mesta,2000.0,21311.0,1918.0,1959,2.567726027,132.8583333,WEST BENGAL
77894368,2019,12979312,5907908,5906648,5457316,Moong,363.5,217.0,597.0,7050,0.0,135.4583333,WEST BENGAL
77894368,2019,12979312,5907908,5906648,5457316,Nigerseed,4000.0,1324.0,331.0,5940,2.567726027,165.45,WEST BENGAL
77894368,2019,12979312,5907908,5906648,5457316,Other Pulses,140000.0,74000.0,529.0,5720,2.567726027,171.2583333,WEST BENGAL
77894368,2019,12979312,5907908,5906648,5457316,Ragi,34000.0,44880.0,1320.0,3150,2.567726027,223.2916667,WEST BENGAL
77894368,2019,12979312,5907908,5906648,5457316,Rapeseed & Mustard,2000.0,970.0,485.0,4425,2.567726027,143.0583333,WEST BENGAL
77894368,2019,12979312,5907908,5906648,5457316,Rice,5701.1,17981.0,3154.0,1815,0.0,153.6,WEST BENGAL
77894368,2019,12979312,5907908,5906648,5457316,Safflower,1000.0,490.0,490.0,5215,2.567726027,178.475,WEST BENGAL
77894368,2019,12979312,5907908,5906648,5457316,Sannhemp,297910.13,867316.14,1743.84,3099,3.32509589,171.2583333,WEST BENGAL
77894368,2019,12979312,5907908,5906648,5457316,Sesamum,0.0,0.0,0.0,6485,0.0,171.2583333,WEST BENGAL
77894368,2019,12979312,5907908,5906648,5457316,Small Millets,22000.0,22000.0,1000.0,5688,2.567726027,171.2583333,WEST BENGAL
77894368,2019,12979312,5907908,5906648,5457316,Soybean,1000.0,1747.0,1747.0,3710,2.567726027,160.5583333,WEST BENGAL
77894368,2019,12979312,5907908,5906648,5457316,Sugarcane,88.4,8296.0,93846.0,275,0.0,169.5,WEST BENGAL
77894368,2019,12979312,5907908,5906648,5457316,Sunflower,9000.0,8480.0,942.0,5650,2.567726027,121.7083333,WEST BENGAL
77894368,2019,12979312,5907908,5906648,5457316,Tobacco,500503.07,3689080.84,10339.7,1910,2.567726027,113.6,WEST BENGAL
77894368,2019,12979312,5907908,5906648,5457316,Tur,0.0,0.0,0.0,5800,0.0,144.675,WEST BENGAL
77894368,2019,12979312,5907908,5906648,5457316,Urad,155.9,83.0,533.0,5700,0.0,135.475,WEST BENGAL
77894368,2019,12979312,5907908,5906648,5457316,Wheat,3390.0,6678.0,1970.0,1925,7.009479452,156.6083333,WEST BENGAL
252204,2019,33708,6892,6884,5842,Bajra,25000.0,58200.0,2328.0,2000,2.567726027,189.45,ANDAMAN AND NICOBAR
252204,2019,33708,6892,6884,5842,Barley,7449.0,10198.0,1369.0,1525,3.32509589,168.1083333,ANDAMAN AND NICOBAR
252204,2019,33708,6892,6884,5842,Castorseed,38000.0,25992.0,684.0,5556,2.567726027,121.025,ANDAMAN AND NICOBAR
252204,2019,33708,6892,6884,5842,Cotton,657000.0,2508000.0,649.0,5550,2.567726027,117.875,ANDAMAN AND NICOBAR
252204,2019,33708,6892,6884,5842,Gram,459000.0,559062.0,1218.0,4875,2.567726027,145.825,ANDAMAN AND NICOBAR
252204,2019,33708,6892,6884,5842,Groundnut,0.0,0.0,0.0,5090,0.0,137.8083333,ANDAMAN AND NICOBAR
252204,2019,33708,6892,6884,5842,Guarseed,321725.08,1000969.51,1836.69,1773,2.93460274,171.2583333,ANDAMAN AND NICOBAR
252204,2019,33708,6892,6884,5842,Jowar,155000.0,389111.0,2510.0,2550,2.567726027,156.0166667,ANDAMAN AND NICOBAR
252204,2019,33708,6892,6884,5842,Jute,64247.0,791666.0,2218.0,3950,5.826712329,198.375,ANDAMAN AND NICOBAR
252204,2019,33708,6892,6884,5842,Jute & Mesta,2000.0,21311.0,1918.0,1771,2.567726027,171.2583333,ANDAMAN AND NICOBAR
252204,2019,33708,6892,6884,5842,Lentil,454.0,356.0,784.0,4800,7.009479452,135.3083333,ANDAMAN AND NICOBAR
252204,2019,33708,6892,6884,5842,Linseed,4885.0,3038.0,622.0,5682,5.826712329,157.3083333,ANDAMAN AND NICOBAR
252204,2019,33708,6892,6884,5842,Maize,0.0,0.0,0.0,1760,0.0,172.5666667,ANDAMAN AND NICOBAR
252204,2019,33708,6892,6884,5842,Mesta,2000.0,21311.0,1918.0,1959,2.567726027,132.8583333,ANDAMAN AND NICOBAR
252204,2019,33708,6892,6884,5842,Moong,363.5,217.0,597.0,7050,0.0,135.4583333,ANDAMAN AND NICOBAR
252204,2019,33708,6892,6884,5842,Nigerseed,4000.0,1324.0,331.0,5940,2.567726027,165.45,ANDAMAN AND NICOBAR
252204,2019,33708,6892,6884,5842,Other Pulses,140000.0,74000.0,529.0,5720,2.567726027,171.2583333,ANDAMAN AND NICOBAR
252204,2019,33708,6892,6884,5842,Ragi,34000.0,44880.0,1320.0,3150,2.567726027,223.2916667,ANDAMAN AND NICOBAR
252204,2019,33708,6892,6884,5842,Rapeseed & Mustard,2000.0,970.0,485.0,4425,2.567726027,143.0583333,ANDAMAN AND NICOBAR
252204,2019,33708,6892,6884,5842,Rice,5701.1,17981.0,3154.0,1815,0.0,153.6,ANDAMAN AND NICOBAR
252204,2019,33708,6892,6884,5842,Safflower,1000.0,490.0,490.0,5215,2.567726027,178.475,ANDAMAN AND NICOBAR
252204,2019,33708,6892,6884,5842,Sannhemp,297910.13,867316.14,1743.84,3099,3.32509589,171.2583333,ANDAMAN AND NICOBAR
252204,2019,33708,6892,6884,5842,Sesamum,0.0,0.0,0.0,6485,0.0,171.2583333,ANDAMAN AND NICOBAR
252204,2019,33708,6892,6884,5842,Small Millets,22000.0,22000.0,1000.0,5688,2.567726027,171.2583333,ANDAMAN AND NICOBAR
252204,2019,33708,6892,6884,5842,Soybean,1000.0,1747.0,1747.0,3710,2.567726027,160.5583333,ANDAMAN AND NICOBAR
252204,2019,33708,6892,6884,5842,Sugarcane,88.4,8296.0,93846.0,275,0.0,169.5,ANDAMAN AND NICOBAR
252204,2019,33708,6892,6884,5842,Sunflower,9000.0,8480.0,942.0,5650,2.567726027,121.7083333,ANDAMAN AND NICOBAR
252204,2019,33708,6892,6884,5842,Tobacco,500503.07,3689080.84,10339.7,1910,2.567726027,113.6,ANDAMAN AND NICOBAR
252204,2019,33708,6892,6884,5842,Tur,0.0,0.0,0.0,5800,0.0,144.675,ANDAMAN AND NICOBAR
252204,2019,33708,6892,6884,5842,Urad,155.9,83.0,533.0,5700,0.0,135.475,ANDAMAN AND NICOBAR
252204,2019,33708,6892,6884,5842,Wheat,3390.0,6678.0,1970.0,1925,7.009479452,156.6083333,ANDAMAN AND NICOBAR
420418,2019,14259,0,0,0,Bajra,25000.0,58200.0,2328.0,2000,2.567726027,189.45,DN HAVELI AND DD
420418,2019,14259,0,0,0,Barley,7449.0,10198.0,1369.0,1525,3.32509589,168.1083333,DN HAVELI AND DD
420418,2019,14259,0,0,0,Castorseed,38000.0,25992.0,684.0,5556,2.567726027,121.025,DN HAVELI AND DD
420418,2019,14259,0,0,0,Cotton,657000.0,2508000.0,649.0,5550,2.567726027,117.875,DN HAVELI AND DD
420418,2019,14259,0,0,0,Gram,459000.0,559062.0,1218.0,4875,2.567726027,145.825,DN HAVELI AND DD
420418,2019,14259,0,0,0,Groundnut,0.0,0.0,0.0,5090,0.0,137.8083333,DN HAVELI AND DD
420418,2019,14259,0,0,0,Guarseed,321725.08,1000969.51,1836.69,1773,2.93460274,171.2583333,DN HAVELI AND DD
420418,2019,14259,0,0,0,Jowar,155000.0,389111.0,2510.0,2550,2.567726027,156.0166667,DN HAVELI AND DD
420418,2019,14259,0,0,0,Jute,64247.0,791666.0,2218.0,3950,5.826712329,198.375,DN HAVELI AND DD
420418,2019,14259,0,0,0,Jute & Mesta,2000.0,21311.0,1918.0,1771,2.567726027,171.2583333,DN HAVELI AND DD
420418,2019,14259,0,0,0,Lentil,454.0,356.0,784.0,4800,7.009479452,135.3083333,DN HAVELI AND DD
420418,2019,14259,0,0,0,Linseed,4885.0,3038.0,622.0,5682,5.826712329,157.3083333,DN HAVELI AND DD
420418,2019,14259,0,0,0,Maize,0.0,0.0,0.0,1760,0.0,172.5666667,DN HAVELI AND DD
420418,2019,14259,0,0,0,Mesta,2000.0,21311.0,1918.0,1959,2.567726027,132.8583333,DN HAVELI AND DD
420418,2019,14259,0,0,0,Moong,363.5,217.0,597.0,7050,0.0,135.4583333,DN HAVELI AND DD
420418,2019,14259,0,0,0,Nigerseed,4000.0,1324.0,331.0,5940,2.567726027,165.45,DN HAVELI AND DD
420418,2019,14259,0,0,0,Other Pulses,140000.0,74000.0,529.0,5720,2.567726027,171.2583333,DN HAVELI AND DD
420418,2019,14259,0,0,0,Ragi,34000.0,44880.0,1320.0,3150,2.567726027,223.2916667,DN HAVELI AND DD
420418,2019,14259,0,0,0,Rapeseed & Mustard,2000.0,970.0,485.0,4425,2.567726027,143.0583333,DN HAVELI AND DD
420418,2019,14259,0,0,0,Rice,5701.1,17981.0,3154.0,1815,0.0,153.6,DN HAVELI AND DD
420418,2019,14259,0,0,0,Safflower,1000.0,490.0,490.0,5215,2.567726027,178.475,DN HAVELI AND DD
420418,2019,14259,0,0,0,Sannhemp,297910.13,867316.14,1743.84,3099,3.32509589,171.2583333,DN HAVELI AND DD
420418,2019,14259,0,0,0,Sesamum,0.0,0.0,0.0,6485,0.0,171.2583333,DN HAVELI AND DD
420418,2019,14259,0,0,0,Small Millets,22000.0,22000.0,1000.0,5688,2.567726027,171.2583333,DN HAVELI AND DD
420418,2019,14259,0,0,0,Soybean,1000.0,1747.0,1747.0,3710,2.567726027,160.5583333,DN HAVELI AND DD
420418,2019,14259,0,0,0,Sugarcane,88.4,8296.0,93846.0,275,0.0,169.5,DN HAVELI AND DD
420418,2019,14259,0,0,0,Sunflower,9000.0,8480.0,942.0,5650,2.567726027,121.7083333,DN HAVELI AND DD
420418,2019,14259,0,0,0,Tobacco,500503.07,3689080.84,10339.7,1910,2.567726027,113.6,DN HAVELI AND DD
420418,2019,14259,0,0,0,Tur,0.0,0.0,0.0,5800,0.0,144.675,DN HAVELI AND DD
420418,2019,14259,0,0,0,Urad,155.9,83.0,533.0,5700,0.0,135.475,DN HAVELI AND DD
420418,2019,14259,0,0,0,Wheat,3390.0,6678.0,1970.0,1925,7.009479452,156.6083333,DN HAVELI AND DD
74640,2019,8212,131,131,121,Bajra,25000.0,58200.0,2328.0,2000,2.567726027,189.45,LAKSHADWEEP
74640,2019,8212,131,131,121,Barley,7449.0,10198.0,1369.0,1525,3.32509589,168.1083333,LAKSHADWEEP
74640,2019,8212,131,131,121,Castorseed,38000.0,25992.0,684.0,5556,2.567726027,121.025,LAKSHADWEEP
74640,2019,8212,131,131,121,Cotton,657000.0,2508000.0,649.0,5550,2.567726027,117.875,LAKSHADWEEP
74640,2019,8212,131,131,121,Gram,459000.0,559062.0,1218.0,4875,2.567726027,145.825,LAKSHADWEEP
74640,2019,8212,131,131,121,Groundnut,0.0,0.0,0.0,5090,0.0,137.8083333,LAKSHADWEEP
74640,2019,8212,131,131,121,Guarseed,321725.08,1000969.51,1836.69,1773,2.93460274,171.2583333,LAKSHADWEEP
74640,2019,8212,131,131,121,Jowar,155000.0,389111.0,2510.0,2550,2.567726027,156.0166667,LAKSHADWEEP
74640,2019,8212,131,131,121,Jute,64247.0,791666.0,2218.0,3950,5.826712329,198.375,LAKSHADWEEP
74640,2019,8212,131,131,121,Jute & Mesta,2000.0,21311.0,1918.0,1771,2.567726027,171.2583333,LAKSHADWEEP
74640,2019,8212,131,131,121,Lentil,454.0,356.0,784.0,4800,7.009479452,135.3083333,LAKSHADWEEP
74640,2019,8212,131,131,121,Linseed,4885.0,3038.0,622.0,5682,5.826712329,157.3083333,LAKSHADWEEP
74640,2019,8212,131,131,121,Maize,0.0,0.0,0.0,1760,0.0,172.5666667,LAKSHADWEEP
74640,2019,8212,131,131,121,Mesta,2000.0,21311.0,1918.0,1959,2.567726027,132.8583333,LAKSHADWEEP
74640,2019,8212,131,131,121,Moong,363.5,217.0,597.0,7050,0.0,135.4583333,LAKSHADWEEP
74640,2019,8212,131,131,121,Nigerseed,4000.0,1324.0,331.0,5940,2.567726027,165.45,LAKSHADWEEP
74640,2019,8212,131,131,121,Other Pulses,140000.0,74000.0,529.0,5720,2.567726027,171.2583333,LAKSHADWEEP
74640,2019,8212,131,131,121,Ragi,34000.0,44880.0,1320.0,3150,2.567726027,223.2916667,LAKSHADWEEP
74640,2019,8212,131,131,121,Rapeseed & Mustard,2000.0,970.0,485.0,4425,2.567726027,143.0583333,LAKSHADWEEP
74640,2019,8212,131,131,121,Rice,5701.1,17981.0,3154.0,1815,0.0,153.6,LAKSHADWEEP
74640,2019,8212,131,131,121,Safflower,1000.0,490.0,490.0,5215,2.567726027,178.475,LAKSHADWEEP
74640,2019,8212,131,131,121,Sannhemp,297910.13,867316.14,1743.84,3099,3.32509589,171.2583333,LAKSHADWEEP
74640,2019,8212,131,131,121,Sesamum,0.0,0.0,0.0,6485,0.0,171.2583333,LAKSHADWEEP
74640,2019,8212,131,131,121,Small Millets,22000.0,22000.0,1000.0,5688,2.567726027,171.2583333,LAKSHADWEEP
74640,2019,8212,131,131,121,Soybean,1000.0,1747.0,1747.0,3710,2.567726027,160.5583333,LAKSHADWEEP
74640,2019,8212,131,131,121,Sugarcane,88.4,8296.0,93846.0,275,0.0,169.5,LAKSHADWEEP
74640,2019,8212,131,131,121,Sunflower,9000.0,8480.0,942.0,5650,2.567726027,121.7083333,LAKSHADWEEP
74640,2019,8212,131,131,121,Tobacco,500503.07,3689080.84,10339.7,1910,2.567726027,113.6,LAKSHADWEEP
74640,2019,8212,131,131,121,Tur,0.0,0.0,0.0,5800,0.0,144.675,LAKSHADWEEP
74640,2019,8212,131,131,121,Urad,155.9,83.0,533.0,5700,0.0,135.475,LAKSHADWEEP
74640,2019,8212,131,131,121,Wheat,3390.0,6678.0,1970.0,1925,7.009479452,156.6083333,LAKSHADWEEP
562027,2019,70155,44978,44971,39596,Bajra,25000.0,58200.0,2328.0,2000,2.567726027,189.45,PUDUCHERRY
562027,2019,70155,44978,44971,39596,Barley,7449.0,10198.0,1369.0,1525,3.32509589,168.1083333,PUDUCHERRY
562027,2019,70155,44978,44971,39596,Castorseed,38000.0,25992.0,684.0,5556,2.567726027,121.025,PUDUCHERRY
562027,2019,70155,44978,44971,39596,Cotton,657000.0,2508000.0,649.0,5550,2.567726027,117.875,PUDUCHERRY
562027,2019,70155,44978,44971,39596,Gram,459000.0,559062.0,1218.0,4875,2.567726027,145.825,PUDUCHERRY
562027,2019,70155,44978,44971,39596,Groundnut,0.0,0.0,0.0,5090,0.0,137.8083333,PUDUCHERRY
562027,2019,70155,44978,44971,39596,Guarseed,321725.08,1000969.51,1836.69,1773,2.93460274,171.2583333,PUDUCHERRY
562027,2019,70155,44978,44971,39596,Jowar,155000.0,389111.0,2510.0,2550,2.567726027,156.0166667,PUDUCHERRY
562027,2019,70155,44978,44971,39596,Jute,64247.0,791666.0,2218.0,3950,5.826712329,198.375,PUDUCHERRY
562027,2019,70155,44978,44971,39596,Jute & Mesta,2000.0,21311.0,1918.0,1771,2.567726027,171.2583333,PUDUCHERRY
562027,2019,70155,44978,44971,39596,Lentil,454.0,356.0,784.0,4800,7.009479452,135.3083333,PUDUCHERRY
562027,2019,70155,44978,44971,39596,Linseed,4885.0,3038.0,622.0,5682,5.826712329,157.3083333,PUDUCHERRY
562027,2019,70155,44978,44971,39596,Maize,0.0,0.0,0.0,1760,0.0,172.5666667,PUDUCHERRY
562027,2019,70155,44978,44971,39596,Mesta,2000.0,21311.0,1918.0,1959,2.567726027,132.8583333,PUDUCHERRY
562027,2019,70155,44978,44971,39596,Moong,363.5,217.0,597.0,7050,0.0,135.4583333,PUDUCHERRY
562027,2019,70155,44978,44971,39596,Nigerseed,4000.0,1324.0,331.0,5940,2.567726027,165.45,PUDUCHERRY
562027,2019,70155,44978,44971,39596,Other Pulses,140000.0,74000.0,529.0,5720,2.567726027,171.2583333,PUDUCHERRY
562027,2019,70155,44978,44971,39596,Ragi,34000.0,44880.0,1320.0,3150,2.567726027,223.2916667,PUDUCHERRY
562027,2019,70155,44978,44971,39596,Rapeseed & Mustard,2000.0,970.0,485.0,4425,2.567726027,143.0583333,PUDUCHERRY
562027,2019,70155,44978,44971,39596,Rice,5701.1,17981.0,3154.0,1815,0.0,153.6,PUDUCHERRY
562027,2019,70155,44978,44971,39596,Safflower,1000.0,490.0,490.0,5215,2.567726027,178.475,PUDUCHERRY
562027,2019,70155,44978,44971,39596,Sannhemp,297910.13,867316.14,1743.84,3099,3.32509589,171.2583333,PUDUCHERRY
562027,2019,70155,44978,44971,39596,Sesamum,0.0,0.0,0.0,6485,0.0,171.2583333,PUDUCHERRY
562027,2019,70155,44978,44971,39596,Small Millets,22000.0,22000.0,1000.0,5688,2.567726027,171.2583333,PUDUCHERRY
562027,2019,70155,44978,44971,39596,Soybean,1000.0,1747.0,1747.0,3710,2.567726027,160.5583333,PUDUCHERRY
562027,2019,70155,44978,44971,39596,Sugarcane,88.4,8296.0,93846.0,275,0.0,169.5,PUDUCHERRY
562027,2019,70155,44978,44971,39596,Sunflower,9000.0,8480.0,942.0,5650,2.567726027,121.7083333,PUDUCHERRY
562027,2019,70155,44978,44971,39596,Tobacco,500503.07,3689080.84,10339.7,1910,2.567726027,113.6,PUDUCHERRY
562027,2019,70155,44978,44971,39596,Tur,0.0,0.0,0.0,5800,0.0,144.675,PUDUCHERRY
562027,2019,70155,44978,44971,39596,Urad,155.9,83.0,533.0,5700,0.0,135.475,PUDUCHERRY
562027,2019,70155,44978,44971,39596,Wheat,3390.0,6678.0,1970.0,1925,7.009479452,156.6083333,PUDUCHERRY
